"Notes"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Pre-pregnancy Weight"	"Mother's Pre-pregnancy Weight Code"	"Mother's Weight Gain"	"Mother's Weight Gain Code"	Births
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"8 lbs"	"8"	209
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"9 lbs"	"9"	176
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"10 lbs"	"10"	298
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"11 lbs"	"11"	195
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"12 lbs"	"12"	221
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"13 lbs"	"13"	196
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"14 lbs"	"14"	192
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"15 lbs"	"15"	288
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"16 lbs"	"16"	201
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"17 lbs"	"17"	216
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"18 lbs"	"18"	225
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"19 lbs"	"19"	189
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"20 lbs"	"20"	329
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"21 lbs"	"21"	172
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"22 lbs"	"22"	207
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"23 lbs"	"23"	175
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"24 lbs"	"24"	176
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"25 lbs"	"25"	206
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"26 lbs"	"26"	179
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"27 lbs"	"27"	179
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"28 lbs"	"28"	119
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"29 lbs"	"29"	135
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"30 lbs"	"30"	241
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"31 lbs"	"31"	131
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"32 lbs"	"32"	137
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"33 lbs"	"33"	111
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"34 lbs"	"34"	111
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"35 lbs"	"35"	150
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"36 lbs"	"36"	109
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"37 lbs"	"37"	97
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"38 lbs"	"38"	94
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"39 lbs"	"39"	78
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"40 lbs"	"40"	136
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"41 lbs"	"41"	82
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"42 lbs"	"42"	74
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"43 lbs"	"43"	53
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"44 lbs"	"44"	62
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"45 lbs"	"45"	74
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"46 lbs"	"46"	59
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"47 lbs"	"47"	49
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"48 lbs"	"48"	39
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"49 lbs"	"49"	35
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"50 lbs"	"50"	83
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"51 lbs"	"51"	34
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"52 lbs"	"52"	40
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"53 lbs"	"53"	29
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"54 lbs"	"54"	23
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"55 lbs"	"55"	22
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"56 lbs"	"56"	30
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"57 lbs"	"57"	13
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"58 lbs"	"58"	27
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"59 lbs"	"59"	15
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"60 lbs"	"60"	41
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"61 lbs"	"61"	14
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"62 lbs"	"62"	13
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"63 lbs"	"63"	16
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"64 lbs"	"64"	9
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"65 lbs"	"65"	18
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"66 lbs"	"66"	16
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"67 lbs"	"67"	9
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"68 lbs"	"68"	9
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"69 lbs"	"69"	7
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"70 lbs"	"70"	15
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"71 lbs"	"71"	13
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"72 lbs"	"72"	4
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"73 lbs"	"73"	11
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"74 lbs"	"74"	8
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"75 lbs"	"75"	5
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"76 lbs"	"76"	7
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"77 lbs"	"77"	4
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"78 lbs"	"78"	2
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"80 lbs"	"80"	9
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"81 lbs"	"81"	7
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"82 lbs"	"82"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"83 lbs"	"83"	2
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"84 lbs"	"84"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"85 lbs"	"85"	2
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"86 lbs"	"86"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"87 lbs"	"87"	1
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"88 lbs"	"88"	1
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"89 lbs"	"89"	1
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"90 lbs"	"90"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"91 lbs"	"91"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"92 lbs"	"92"	1
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"93 lbs"	"93"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"94 lbs"	"94"	1
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"95 lbs"	"95"	3
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"97 lbs"	"97"	2
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"98 or more"	"98"	20
	"20-24 years"	"20-24"	"275 - 324 lbs"	"6"	"Unknown or Not Stated"	"99"	456
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"0 lbs"	"0"	353
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"1 lbs"	"1"	26
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"2 lbs"	"2"	34
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"3 lbs"	"3"	31
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"4 lbs"	"4"	30
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"5 lbs"	"5"	54
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"6 lbs"	"6"	34
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"7 lbs"	"7"	43
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"8 lbs"	"8"	37
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"9 lbs"	"9"	31
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"10 lbs"	"10"	55
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"11 lbs"	"11"	47
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"12 lbs"	"12"	34
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"13 lbs"	"13"	23
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"14 lbs"	"14"	41
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"15 lbs"	"15"	42
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"16 lbs"	"16"	39
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"17 lbs"	"17"	46
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"18 lbs"	"18"	33
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"19 lbs"	"19"	37
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"20 lbs"	"20"	72
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"21 lbs"	"21"	25
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"22 lbs"	"22"	34
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"23 lbs"	"23"	28
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"24 lbs"	"24"	30
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"25 lbs"	"25"	48
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"26 lbs"	"26"	25
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"27 lbs"	"27"	23
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"28 lbs"	"28"	27
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"29 lbs"	"29"	30
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"30 lbs"	"30"	41
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"31 lbs"	"31"	18
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"32 lbs"	"32"	25
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"33 lbs"	"33"	17
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"34 lbs"	"34"	21
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"35 lbs"	"35"	25
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"36 lbs"	"36"	12
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"37 lbs"	"37"	15
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"38 lbs"	"38"	14
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"39 lbs"	"39"	16
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"40 lbs"	"40"	30
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"41 lbs"	"41"	14
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"42 lbs"	"42"	11
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"43 lbs"	"43"	7
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"44 lbs"	"44"	12
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"45 lbs"	"45"	12
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"46 lbs"	"46"	10
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"47 lbs"	"47"	7
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"48 lbs"	"48"	8
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"49 lbs"	"49"	12
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"50 lbs"	"50"	35
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"51 lbs"	"51"	9
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"52 lbs"	"52"	9
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"53 lbs"	"53"	6
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"54 lbs"	"54"	5
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"55 lbs"	"55"	7
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"56 lbs"	"56"	3
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"57 lbs"	"57"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"58 lbs"	"58"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"59 lbs"	"59"	5
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"60 lbs"	"60"	7
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"61 lbs"	"61"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"62 lbs"	"62"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"63 lbs"	"63"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"64 lbs"	"64"	3
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"65 lbs"	"65"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"67 lbs"	"67"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"68 lbs"	"68"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"70 lbs"	"70"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"73 lbs"	"73"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"78 lbs"	"78"	2
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"79 lbs"	"79"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"83 lbs"	"83"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"84 lbs"	"84"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"90 lbs"	"90"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"92 lbs"	"92"	1
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"98 or more"	"98"	3
	"20-24 years"	"20-24"	"325 - 375 lbs"	"7"	"Unknown or Not Stated"	"99"	159
	"20-24 years"	"20-24"	"Unknown or Not Stated"	"9"	"Unknown or Not Stated"	"99"	13741
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"0 lbs"	"0"	730
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"1 lbs"	"1"	139
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"2 lbs"	"2"	156
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"3 lbs"	"3"	233
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"4 lbs"	"4"	271
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"5 lbs"	"5"	391
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"6 lbs"	"6"	390
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"7 lbs"	"7"	477
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"8 lbs"	"8"	606
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"9 lbs"	"9"	582
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"10 lbs"	"10"	1371
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"11 lbs"	"11"	971
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"12 lbs"	"12"	1247
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"13 lbs"	"13"	1312
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"14 lbs"	"14"	1582
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"15 lbs"	"15"	2571
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"16 lbs"	"16"	2292
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"17 lbs"	"17"	2569
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"18 lbs"	"18"	3133
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"19 lbs"	"19"	3073
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"20 lbs"	"20"	6165
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"21 lbs"	"21"	4006
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"22 lbs"	"22"	4870
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"23 lbs"	"23"	4973
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"24 lbs"	"24"	5187
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"25 lbs"	"25"	7276
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"26 lbs"	"26"	5733
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"27 lbs"	"27"	6247
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"28 lbs"	"28"	6311
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"29 lbs"	"29"	5603
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"30 lbs"	"30"	9537
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"31 lbs"	"31"	5764
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"32 lbs"	"32"	6033
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"33 lbs"	"33"	5758
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"34 lbs"	"34"	5318
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"35 lbs"	"35"	6384
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"36 lbs"	"36"	4846
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"37 lbs"	"37"	4536
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"38 lbs"	"38"	4323
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"39 lbs"	"39"	3506
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"40 lbs"	"40"	5493
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"41 lbs"	"41"	3016
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"42 lbs"	"42"	3014
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"43 lbs"	"43"	2680
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"44 lbs"	"44"	2452
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"45 lbs"	"45"	2902
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"46 lbs"	"46"	1892
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"47 lbs"	"47"	1759
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"48 lbs"	"48"	1719
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"49 lbs"	"49"	1384
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"50 lbs"	"50"	1999
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"51 lbs"	"51"	1007
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"52 lbs"	"52"	991
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"53 lbs"	"53"	967
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"54 lbs"	"54"	779
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"55 lbs"	"55"	949
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"56 lbs"	"56"	616
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"57 lbs"	"57"	554
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"58 lbs"	"58"	542
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"59 lbs"	"59"	464
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"60 lbs"	"60"	728
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"61 lbs"	"61"	313
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"62 lbs"	"62"	329
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"63 lbs"	"63"	329
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"64 lbs"	"64"	247
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"65 lbs"	"65"	348
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"66 lbs"	"66"	233
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"67 lbs"	"67"	178
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"68 lbs"	"68"	182
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"69 lbs"	"69"	136
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"70 lbs"	"70"	228
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"71 lbs"	"71"	98
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"72 lbs"	"72"	107
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"73 lbs"	"73"	93
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"74 lbs"	"74"	86
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"75 lbs"	"75"	121
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"76 lbs"	"76"	84
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"77 lbs"	"77"	71
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"78 lbs"	"78"	58
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"79 lbs"	"79"	36
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"80 lbs"	"80"	91
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"81 lbs"	"81"	39
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"82 lbs"	"82"	54
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"83 lbs"	"83"	43
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"84 lbs"	"84"	47
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"85 lbs"	"85"	33
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"86 lbs"	"86"	23
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"87 lbs"	"87"	33
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"88 lbs"	"88"	26
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"89 lbs"	"89"	27
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"90 lbs"	"90"	30
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"91 lbs"	"91"	12
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"92 lbs"	"92"	12
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"93 lbs"	"93"	17
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"94 lbs"	"94"	9
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"95 lbs"	"95"	18
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"96 lbs"	"96"	18
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"97 lbs"	"97"	12
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"98 or more"	"98"	306
	"25-29 years"	"25-29"	" 75 - 124 lbs"	"2"	"Unknown or Not Stated"	"99"	1380
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"0 lbs"	"0"	8083
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"1 lbs"	"1"	1215
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"2 lbs"	"2"	1582
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"3 lbs"	"3"	1681
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"4 lbs"	"4"	1991
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"5 lbs"	"5"	2585
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"6 lbs"	"6"	2488
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"7 lbs"	"7"	2770
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"8 lbs"	"8"	3301
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"9 lbs"	"9"	3488
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"10 lbs"	"10"	6218
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"11 lbs"	"11"	4678
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"12 lbs"	"12"	5437
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"13 lbs"	"13"	5879
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"14 lbs"	"14"	6282
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"15 lbs"	"15"	9716
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"16 lbs"	"16"	7583
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"17 lbs"	"17"	8766
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"18 lbs"	"18"	9571
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"19 lbs"	"19"	9521
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"20 lbs"	"20"	19963
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"21 lbs"	"21"	10935
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"22 lbs"	"22"	13514
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"23 lbs"	"23"	12838
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"24 lbs"	"24"	13315
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"25 lbs"	"25"	18773
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"26 lbs"	"26"	14037
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"27 lbs"	"27"	14663
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"28 lbs"	"28"	15081
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"29 lbs"	"29"	13869
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"30 lbs"	"30"	25374
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"31 lbs"	"31"	14101
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"32 lbs"	"32"	14976
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"33 lbs"	"33"	15127
	"25-29 years"	"25-29"	"125 - 174 lbs"	"3"	"34 lbs"	"34"	13389
